instance,route_set_id,V,M,route_lengths,algorithm,status,objective,G,P,runtime_ms,cplex_status,cplex_objective,cplex_G,cplex_P,cplex_LB,cplex_UB,cplex_gap,cplex_runtime_ms,cplex_nodes,objective_diff,profiles_generated,profiles_after_dominance,profile_bpc_nodes,profile_bpc_pricing_calls,cache_hits,cache_misses,incremental_speedup,verifier_passed,exact_for_fixed_routes,result_file,log_file,notes
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs0",4,1,3,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.27625,0.15625,0.8,184.0385,"integer optimal solution",0.27625,0.15625,0.8,0.27625,0.27625,0,117.627,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs0_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs0_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs10",4,1,3,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.33,0.15,1.2,189.4109,"integer optimal solution",0.33,0.15,1.2,0.33,0.33,0,123.9983,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs10_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs10_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs11",4,1,1,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.49,0.25,1.6,124.2995,"integer optimal solution",0.49,0.25,1.6,0.49,0.49,0,60.258,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs11_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs11_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs12",4,1,2,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.465,0.225,1.6,196.2797,"integer optimal solution",0.465,0.225,1.6,0.465,0.465,0,132.9573,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs12_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs12_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs13",4,1,1,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.341176470588,0.191176470588,1,186.5125,"integer optimal solution",0.341176470588,0.191176470588,1,0.341176470588,0.341176470588,0,123.8758,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs13_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs13_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs14",4,1,1,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.49,0.25,1.6,126.9069,"integer optimal solution",0.49,0.25,1.6,0.49,0.49,0,62.638,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs14_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs14_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs15",4,1,3,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.222352941176,0.132352941176,0.6,184.2745,"integer optimal solution",0.222352941176,0.132352941176,0.6,0.222352941176,0.222352941176,0,123.6552,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs15_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs15_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs16",4,1,3,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.222352941176,0.132352941176,0.6,190.3281,"integer optimal solution",0.222352941176,0.132352941176,0.6,0.222352941176,0.222352941176,0,128.4776,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs16_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs16_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs17",4,1,1,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.49,0.25,1.6,124.0792,"integer optimal solution",0.49,0.25,1.6,0.49,0.49,0,61.4635,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs17_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs17_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_v4_rs18",4,1,2,"cplex-fixed-route","cplex_true_fixed_route_milp_optimal",0.286666666667,0.166666666667,0.8,207.8686,"integer optimal solution",0.286666666667,0.166666666667,0.8,0.286666666667,0.286666666667,0,145.996,0,0,0,0,0,0,0,0,0,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_v4_rs18_cplex_milp.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_v4_rs18_cplex_milp.log","CPLEX solved true fixed-route loading MILP with p/d/L/u/Y/r/deviation/pairwise variables and exact ratio-sum selector linearization."
