instance,route_set_id,V,M,route_lengths,algorithm,status,objective,G,P,runtime_ms,cplex_status,cplex_objective,cplex_G,cplex_P,cplex_LB,cplex_UB,cplex_gap,cplex_runtime_ms,cplex_nodes,objective_diff,profiles_generated,profiles_after_dominance,profile_bpc_nodes,profile_bpc_pricing_calls,cache_hits,cache_misses,incremental_speedup,verifier_passed,exact_for_fixed_routes,result_file,log_file,notes
gcap_smoke_V4_M1.txt,"gcap_smoke_V4_M1_inc_100_moves",4,1,3,"incremental-test","incremental_exact_cache_matches_full",0.27625,0,0,7.8131,"not_run",0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1.94868456324,"True","True","results/round3_paper_exact_loading\raw\gcap_smoke_V4_M1_inc_incremental.json","results/round3_paper_exact_loading\logs\gcap_smoke_V4_M1_inc_incremental.log","Exact cache-reuse solve recomputes only changed route profile sets; objective update was checked against full recomputation.; Objective update CPU time ms=0.006400"
"regen_candidate_V12_M2_average.txt","regen_candidate_V12_M2_average_inc_100_moves",12,2,2;2,"incremental-test","incremental_exact_cache_matches_full",0.915066594388,0,0,7922.8631,"not_run",0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,1.00506252039,"True","True","results/round3_paper_exact_loading\raw\regen_candidate_V12_M2_average_inc_incremental.json","results/round3_paper_exact_loading\logs\regen_candidate_V12_M2_average_inc_incremental.log","Exact cache-reuse solve recomputes only changed route profile sets; objective update was checked against full recomputation.; Objective update CPU time ms=0.017500"
"regen_V10_M2_average.txt","regen_V10_M2_average_inc_100_moves",10,2,2;2,"incremental-test","incremental_exact_cache_matches_full",0.901623456524,0,0,1939.0296,"not_run",0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,1.00000845952,"True","True","results/round3_paper_exact_loading\raw\regen_V10_M2_average_inc_incremental.json","results/round3_paper_exact_loading\logs\regen_V10_M2_average_inc_incremental.log","Exact cache-reuse solve recomputes only changed route profile sets; objective update was checked against full recomputation.; Objective update CPU time ms=0.018800"
"regen_V8_M2_average.txt","regen_V8_M2_average_inc_100_moves",8,2,2;2,"incremental-test","incremental_exact_cache_matches_full",0.523683751007,0,0,1239.949,"not_run",0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,1.01889668201,"True","True","results/round3_paper_exact_loading\raw\regen_V8_M2_average_inc_incremental.json","results/round3_paper_exact_loading\logs\regen_V8_M2_average_inc_incremental.log","Exact cache-reuse solve recomputes only changed route profile sets; objective update was checked against full recomputation.; Objective update CPU time ms=0.010300"
